tipo_doc,cpf,nome_aluno,turma_1,turma_2,ausencia_inicio,ausencia_fim,data_ausencia
ATESTADO MEDICO,52978343338,RENATA VIEIRA,0051,0261,2023-10-07,2023-10-15,2023-10-06 00:00:00
ATESTADO MEDICO,31794838902,MARINA GONCALVES,0102,,2025-05-21,2025-05-30,2025-05-19 00:00:00
ATESTADO MEDICO,76293322975,LUCAS FERREIRA,0053,2981,2024-09-25,2024-09-26,2024-09-23 00:00:00
DECLARACAO,29062231900,BRUNO RIBEIRO,0004,,2025-09-12,2025-09-15,2025-09-12 00:00:00
ATESTADO MEDICO,16236172196,KARINA PINTO,0451,0451,2026-06-16,2026-06-19,2026-06-14 00:00:00
ATESTADO MEDICO,99936508114,DEBORA FONSECA,0104,0051,2025-08-02,2025-08-04,2025-07-31 00:00:00
ATESTADO MEDICO,77397020305,ANA COSTA,0451,0002,2024-01-29,2024-02-02,2024-01-28 00:00:00
ATESTADO MEDICO,71674960069,RENATO FERNANDES,1980,0261,2023-10-27,2023-11-06,2023-10-27 00:00:00
ATESTADO MEDICO,20467112118,EDUARDO FREITAS,0451,0002,2023-10-22,2023-10-31,2023-10-21 00:00:00
DECLARACAO,63226891502,RAQUEL XAVIER,0101,,2026-06-24,2026-06-26,2026-06-22 00:00:00
ATESTADO MEDICO,59402647430,JOAO SILVA,0982,2981,2026-11-17,2026-11-25,2026-11-16 00:00:00
ATESTADO MEDICO,17662461920,BRUNO RIBEIRO,0003,2981,2023-10-05,2023-10-08,2023-10-03 00:00:00
ATESTADO MEDICO,71659994349,ANDREIA CUNHA,0003,,2025-07-25,2025-08-04,2025-07-24 00:00:00
ATESTADO MEDICO,32580427210,GUSTAVO REZENDE,0101,0261,2024-05-18,2024-05-26,2024-05-18 00:00:00
ATESTADO MEDICO,06393153725,PATRICIA AZEVEDO,0104,,2026-06-12,2026-06-19,2026-06-12 00:00:00
ATESTADO MEDICO,44474383990,ANDERSON PEREIRA,0001,,2023-08-03,2023-08-10,2023-08-01 00:00:00
DECLARACAO,74972440864,RODRIGO SALES,0981,0002,2025-10-18,2025-10-27,2025-10-17 00:00:00
ATESTADO MEDICO,26001826161,WILLIAN CASTRO,2980,0101,2023-12-26,2024-01-04,2023-12-24 00:00:00
ATESTADO MEDICO,23554340774,PEDRO OLIVEIRA,0981,0261,2026-11-13,2026-11-16,2026-11-12 00:00:00
ATESTADO MEDICO,89987146201,ROBERTO CARVALHO,2983,0981,2023-04-26,2023-04-30,2023-04-26 00:00:00
ATESTADO MEDICO,88878162809,CARLA FONSECA,0450,0051,2024-02-26,2024-03-04,2024-02-24 00:00:00
ATESTADO MEDICO,42386990257,ELAINE BARBOSA,0980,0051,2025-08-29,2025-09-03,2025-08-28 00:00:00
ATESTADO MEDICO,00215941470,JESSICA CARDOSO,0053,0451,2025-09-05,2025-09-14,2025-09-04 00:00:00
DECLARACAO,12041836270,RAQUEL XAVIER,0453,0261,2023-11-16,2023-11-18,2023-11-14 00:00:00
DECLARACAO,20580703134,FERNANDO MENDES,2980,0002,2026-04-11,2026-04-17,2026-04-10 00:00:00
ATESTADO MEDICO,19646480683,PATRICIA AZEVEDO,1983,0051,2024-02-10,2024-02-18,2024-02-09 00:00:00
ATESTADO MEDICO,37558818028,CAROLINA NUNES,0261,0451,2025-04-14,2025-04-15,2025-04-13 00:00:00
ATESTADO MEDICO,00876932758,MARINA GONCALVES,0980,,2025-01-28,2025-02-07,2025-01-26 00:00:00
ATESTADO MEDICO,58314791105,JULIANA ROCHA,1980,0981,2023-05-17,2023-05-23,2023-05-16 00:00:00
ATESTADO MEDICO,66807053630,NATALIA CAMPOS,0982,1981,2025-04-03,2025-04-13,2025-04-02 00:00:00
DECLARACAO,31684992850,FABIO BATISTA,0103,0981,2024-12-05,2024-12-09,2024-12-04 00:00:00
ATESTADO MEDICO,31684992850,LEONARDO DUARTE,1982,1981,2025-12-06,2025-12-10,2025-12-05 00:00:00
DECLARACAO,81834242959,SIMONE PIRES,0980,,2024-10-06,2024-10-12,2024-10-06 00:00:00
DECLARACAO,81506221874,SIMONE PIRES,1980,0261,2026-12-24,2026-12-25,2026-12-22 00:00:00
ATESTADO MEDICO,03211601503,ROGERIO SOUZA,1981,0002,2026-06-14,2026-06-18,2026-06-12 00:00:00
ATESTADO MEDICO,37118165689,LUCAS FERREIRA,2983,,2025-08-03,2025-08-10,2025-08-01 00:00:00
DECLARACAO,48926799921,LUCAS FERREIRA,2981,0261,2026-03-14,2026-03-21,2026-03-14 00:00:00
ATESTADO MEDICO,05984215721,SERGIO RIBAS,2982,0981,2025-02-11,2025-02-21,2025-02-11 00:00:00
DECLARACAO,67961307400,RODRIGO CAVALCANTI,0983,0002,2023-10-24,2023-10-29,2023-10-22 00:00:00
ATESTADO MEDICO,01432820427,LEANDRO ARAUJO,0260,0002,2026-06-26,2026-07-06,2026-06-24 00:00:00
DECLARACAO,95142717180,ANA COSTA,0983,0051,2025-06-28,2025-07-04,2025-06-27 00:00:00
DECLARACAO,62442620260,BRUNO RIBEIRO,2983,0261,2024-03-26,2024-03-31,2024-03-24 00:00:00
DECLARACAO,01929848374,MARCIA SOARES,0451,0261,2025-12-23,2026-01-01,2025-12-21 00:00:00
DECLARACAO,45662808023,MARCIO TEIXEIRA,0102,0981,2025-07-27,2025-08-06,2025-07-25 00:00:00
ATESTADO MEDICO,22588803270,VIVIANE MONTEIRO,1981,0101,2024-03-20,2024-03-28,2024-03-20 00:00:00
ATESTADO MEDICO,24046932988,TATIANA SILVA,0005,0002,2024-10-21,2024-10-31,2024-10-20 00:00:00
ATESTADO MEDICO,33246330107,ROSANA ROCHA,1980,1981,2026-02-02,2026-02-05,2026-02-01 00:00:00
ATESTADO MEDICO,19518615586,RAQUEL XAVIER,2983,0101,2026-08-18,2026-08-24,2026-08-18 00:00:00
ATESTADO MEDICO,23395390055,PRISCILA NEVES,0261,0981,2024-12-29,2024-12-31,2024-12-29 00:00:00
ATESTADO MEDICO,11325445649,ROGERIO SOUZA,0004,0451,2023-09-08,2023-09-12,2023-09-06 00:00:00
ATESTADO MEDICO,15593604371,ALINE MORAES,0001,1981,2024-05-17,2024-05-25,2024-05-16 00:00:00
ATESTADO MEDICO,78404932620,DEBORA FONSECA,0980,0051,2023-05-19,2023-05-26,2023-05-19 00:00:00
ATESTADO MEDICO,68554248481,CARLA FONSECA,0453,0051,2024-06-25,2024-06-30,2024-06-23 00:00:00
ATESTADO MEDICO,59642796511,BARBARA SILVA,1981,0261,2023-02-11,2023-02-12,2023-02-09 00:00:00
ATESTADO MEDICO,80697537145,ROGERIO SOUZA,0450,0051,2024-06-17,2024-06-23,2024-06-17 00:00:00
ATESTADO MEDICO,75784957040,VITOR ARAUJO,0453,0002,2023-12-04,2023-12-12,2023-12-04 00:00:00
ATESTADO MEDICO,16855621163,DANIELA XAVIER,0100,0451,2023-11-21,2023-11-26,2023-11-21 00:00:00
DECLARACAO,44673947886,ISABELA CUNHA,0001,0981,2023-09-05,2023-09-08,2023-09-03 00:00:00
ATESTADO MEDICO,09352413105,GUSTAVO REZENDE,0983,,2024-07-15,2024-07-17,2024-07-14 00:00:00
ATESTADO MEDICO,05058827794,CAROLINA CAMPOS,0262,1981,2025-06-04,2025-06-07,2025-06-03 00:00:00
ATESTADO MEDICO,03947560370,BEATRIZ LIMA,1983,,2025-05-31,2025-06-10,2025-05-29 00:00:00
ATESTADO MEDICO,60247940453,GUSTAVO REZENDE,0001,,2025-05-20,2025-05-23,2025-05-18 00:00:00
DECLARACAO,46715619646,AMANDA NASCIMENTO,0260,0051,2023-03-21,2023-03-30,2023-03-19 00:00:00
ATESTADO MEDICO,15804547631,BARBARA SILVA,0453,,2024-01-01,2024-01-09,2024-01-01 00:00:00
DECLARACAO,56871009540,RODRIGO CAVALCANTI,0005,0101,2026-06-24,2026-07-02,2026-06-23 00:00:00
ATESTADO MEDICO,38585768916,EDSON FERNANDES,0452,1981,2025-10-27,2025-11-04,2025-10-27 00:00:00
ATESTADO MEDICO,96923551951,MARCIA SOARES,0004,,2023-11-14,2023-11-20,2023-11-14 00:00:00
DECLARACAO,46047598633,CLAUDIO FERREIRA,0262,,2024-12-15,2024-12-18,2024-12-15 00:00:00
ATESTADO MEDICO,79828212358,MONICA VIEIRA,0053,0451,2025-05-17,2025-05-25,2025-05-16 00:00:00
ATESTADO MEDICO,13148791037,FELIPE CASTRO,0263,0101,2023-10-24,2023-10-25,2023-10-24 00:00:00
ATESTADO MEDICO,51344758061,ANDREIA CUNHA,0261,0261,2024-09-09,2024-09-16,2024-09-07 00:00:00
ATESTADO MEDICO,46442316300,RAQUEL XAVIER,2980,,2023-09-28,2023-10-08,2023-09-26 00:00:00
DECLARACAO,32468506316,ROBERTO CARVALHO,0980,2981,2026-09-01,2026-09-03,2026-08-31 00:00:00
DECLARACAO,21858852781,ALEX MELO,0004,,2023-11-26,2023-12-04,2023-11-25 00:00:00
ATESTADO MEDICO,41627616470,FERNANDA SOUZA,0101,0002,2023-12-17,2023-12-26,2023-12-17 00:00:00
ATESTADO MEDICO,49566631375,CLAUDIO FERREIRA,2982,2981,2025-03-04,2025-03-05,2025-03-02 00:00:00
ATESTADO MEDICO,15804547631,LUCIANO BARROS,0980,,2024-08-01,2024-08-02,2024-07-30 00:00:00
DECLARACAO,62755985224,ISABELA CUNHA,0262,0101,2023-11-26,2023-12-02,2023-11-26 00:00:00
DECLARACAO,63401658859,ROGERIO SOUZA,0261,,2024-08-25,2024-08-28,2024-08-24 00:00:00
DECLARACAO,67066944526,MONICA VIEIRA,0103,0451,2024-08-07,2024-08-15,2024-08-07 00:00:00
ATESTADO MEDICO,67066958233,LETICIA PINTO,0261,0101,2025-01-04,2025-01-07,2025-01-03 00:00:00
DECLARACAO,08885352286,DEBORA FONSECA,0983,2981,2025-08-24,2025-09-03,2025-08-22 00:00:00
ATESTADO MEDICO,76408738354,FELIPE CASTRO,0982,0981,2024-10-10,2024-10-15,2024-10-08 00:00:00
ATESTADO MEDICO,78404932620,DANIELA XAVIER,0003,0051,2025-10-16,2025-10-19,2025-10-14 00:00:00
DECLARACAO,21606323334,CESAR RAMOS,1982,0051,2024-10-26,2024-10-31,2024-10-26 00:00:00
ATESTADO MEDICO,23879333114,RENATA VIEIRA,0980,,2023-10-11,2023-10-21,2023-10-11 00:00:00
ATESTADO MEDICO,01627906606,ISABELA CUNHA,1983,0261,2025-06-05,2025-06-11,2025-06-05 00:00:00
DECLARACAO,89058289222,DANIEL CARDOSO,0052,2981,2024-06-05,2024-06-15,2024-06-05 00:00:00
ATESTADO MEDICO,03152092326,GUSTAVO REZENDE,0002,0051,2026-11-17,2026-11-22,2026-11-15 00:00:00
ATESTADO MEDICO,32456734777,LETICIA PINTO,2982,2981,2025-08-21,2025-08-28,2025-08-20 00:00:00
ATESTADO MEDICO,67851664110,CARLOS ALMEIDA,0982,0981,2026-09-22,2026-09-27,2026-09-22 00:00:00
ATESTADO MEDICO,31267812761,BIANCA MONTEIRO,0001,1981,2026-02-13,2026-02-20,2026-02-13 00:00:00
DECLARACAO,20580703134,SIMONE PIRES,0101,0261,2023-07-18,2023-07-21,2023-07-16 00:00:00
ATESTADO MEDICO,88948307800,SABRINA DIAS,0100,0981,2024-02-14,2024-02-24,2024-02-14 00:00:00
DECLARACAO,39577233295,FABIO BATISTA,0103,1981,2026-03-07,2026-03-13,2026-03-05 00:00:00
DECLARACAO,38304815354,WELLINGTON CARDOSO,0005,,2025-01-10,2025-01-11,2025-01-10 00:00:00
ATESTADO MEDICO,42587406757,ROGERIO SOUZA,0104,1981,2025-09-06,2025-09-07,2025-09-06 00:00:00
ATESTADO MEDICO,98581586708,PATRICIA ROCHA,0983,0002,2024-10-26,2024-10-28,2024-10-25 00:00:00
ATESTADO MEDICO,23554340774,MARCELO CORREIA,2982,,2023-03-10,2023-03-20,2023-03-08 00:00:00
DECLARACAO,99146140000,CARLOS ALMEIDA,2982,2981,2025-03-24,2025-03-29,2025-03-23 00:00:00
DECLARACAO,08885352286,FLAVIA MIRANDA,1982,0101,2024-02-24,2024-03-03,2024-02-24 00:00:00
ATESTADO MEDICO,92543439781,ROSANA ROCHA,0260,0101,2024-12-04,2024-12-12,2024-12-03 00:00:00
ATESTADO MEDICO,95142717180,RAFAEL PEREIRA,0103,0101,2024-09-23,2024-09-30,2024-09-22 00:00:00
ATESTADO MEDICO,30066202752,PAULA MIRANDA,0452,0451,2023-08-29,2023-09-07,2023-08-27 00:00:00
DECLARACAO,18613556450,FERNANDA SOUZA,2980,,2026-01-30,2026-02-01,2026-01-30 00:00:00
DECLARACAO,49216617748,RICARDO RAMOS,0262,,2026-05-09,2026-05-15,2026-05-09 00:00:00
DECLARACAO,91649274319,ISABELA CUNHA,0454,,2025-06-23,2025-06-24,2025-06-22 00:00:00
ATESTADO MEDICO,16855621163,FERNANDA SOUZA,0002,0981,2024-10-09,2024-10-16,2024-10-07 00:00:00
DECLARACAO,23356761137,RAQUEL XAVIER,0260,,2025-10-08,2025-10-10,2025-10-08 00:00:00
DECLARACAO,07952146505,MARCIO TEIXEIRA,0102,,2025-10-01,2025-10-03,2025-09-30 00:00:00
ATESTADO MEDICO,81834242959,MARIA SANTOS,2981,0261,2023-11-03,2023-11-04,2023-11-03 00:00:00
DECLARACAO,20168449579,FERNANDO MENDES,0454,2981,2025-11-20,2025-11-27,2025-11-19 00:00:00
ATESTADO MEDICO,30781125782,ROBERTO CARVALHO,0453,0101,2023-12-07,2023-12-10,2023-12-07 00:00:00
ATESTADO MEDICO,12707102733,ALEXANDRE COSTA,2982,0002,2026-04-29,2026-05-09,2026-04-28 00:00:00
ATESTADO MEDICO,00876932758,JOAO SILVA,0053,,2024-10-29,2024-11-01,2024-10-27 00:00:00
DECLARACAO,14738435965,DIEGO BARBOSA,1980,0451,2024-07-01,2024-07-10,2024-06-29 00:00:00
ATESTADO MEDICO,15170611480,JOAO SILVA,2983,1981,2025-10-13,2025-10-14,2025-10-11 00:00:00
DECLARACAO,98141460560,RAFAEL PEREIRA,0102,2981,2026-08-23,2026-08-30,2026-08-23 00:00:00
ATESTADO MEDICO,32482459133,JEFFERSON DUARTE,0261,1981,2025-07-08,2025-07-10,2025-07-07 00:00:00
ATESTADO MEDICO,50599409002,CAMILA GOMES,0002,0981,2025-07-28,2025-07-29,2025-07-26 00:00:00
ATESTADO MEDICO,46030351524,ALEXANDRE COSTA,1980,0451,2023-01-30,2023-02-03,2023-01-29 00:00:00
ATESTADO MEDICO,75784957040,ANDERSON PEREIRA,0452,2981,2026-04-10,2026-04-17,2026-04-09 00:00:00
ATESTADO MEDICO,35418250817,GUSTAVO REZENDE,0002,1981,2023-05-10,2023-05-15,2023-05-09 00:00:00
ATESTADO MEDICO,37672963732,PEDRO OLIVEIRA,0451,,2025-07-25,2025-08-02,2025-07-24 00:00:00
ATESTADO MEDICO,40542509202,CARLA FONSECA,0005,,2025-09-11,2025-09-12,2025-09-10 00:00:00
ATESTADO MEDICO,47418255152,AMANDA NASCIMENTO,0263,0981,2023-10-05,2023-10-07,2023-10-03 00:00:00
ATESTADO MEDICO,94956953763,FABIANO BATISTA,0982,0451,2023-09-11,2023-09-17,2023-09-10 00:00:00
ATESTADO MEDICO,78305773159,JULIANA ROCHA,0052,2981,2025-10-14,2025-10-19,2025-10-14 00:00:00
ATESTADO MEDICO,80716237768,FLAVIA MIRANDA,1982,,2026-03-13,2026-03-14,2026-03-12 00:00:00
ATESTADO MEDICO,77826103118,SILVIA LOPES,2982,,2023-03-04,2023-03-10,2023-03-03 00:00:00
DECLARACAO,12041836270,SIMONE PIRES,0052,,2024-01-22,2024-01-23,2024-01-22 00:00:00
ATESTADO MEDICO,62637667516,WILLIAN CASTRO,0454,0981,2026-10-09,2026-10-13,2026-10-09 00:00:00
ATESTADO MEDICO,62442620260,RICARDO REZENDE,0102,0981,2024-04-02,2024-04-12,2024-04-02 00:00:00
ATESTADO MEDICO,88895242866,ROBERTO CARVALHO,0453,2981,2024-11-08,2024-11-16,2024-11-07 00:00:00
ATESTADO MEDICO,04040833740,BEATRIZ LIMA,0002,0451,2023-08-11,2023-08-14,2023-08-10 00:00:00
ATESTADO MEDICO,38833433749,MARIA SANTOS,2982,0451,2023-07-15,2023-07-22,2023-07-15 00:00:00
ATESTADO MEDICO,01432820427,RICARDO REZENDE,0003,0981,2026-12-21,2026-12-23,2026-12-19 00:00:00
DECLARACAO,91649274319,MAURICIO LIMA,1980,,2024-06-30,2024-07-08,2024-06-30 00:00:00
ATESTADO MEDICO,55297354870,THIAGO MOREIRA,0102,0101,2025-06-04,2025-06-06,2025-06-03 00:00:00
ATESTADO MEDICO,05722102644,MARCIO TEIXEIRA,0982,0051,2024-01-20,2024-01-28,2024-01-18 00:00:00
ATESTADO MEDICO,23356761137,VIVIANE MONTEIRO,0980,0101,2025-01-21,2025-01-23,2025-01-21 00:00:00
DECLARACAO,79605571102,JEFFERSON DUARTE,0262,1981,2024-05-08,2024-05-09,2024-05-08 00:00:00
DECLARACAO,50951611259,EDUARDO FREITAS,0003,0981,2024-01-21,2024-01-26,2024-01-20 00:00:00
ATESTADO MEDICO,85333264406,MONICA VIEIRA,0052,,2024-03-11,2024-03-13,2024-03-10 00:00:00
DECLARACAO,99382175750,WAGNER SALES,0981,,2023-05-17,2023-05-25,2023-05-16 00:00:00
ATESTADO MEDICO,57947337306,LEANDRO ARAUJO,0261,,2024-12-06,2024-12-10,2024-12-04 00:00:00
ATESTADO MEDICO,71674960069,BEATRIZ LIMA,0053,0981,2026-07-25,2026-08-04,2026-07-23 00:00:00
ATESTADO MEDICO,88878162809,MARCOS CORREIA,0053,0051,2025-04-04,2025-04-05,2025-04-02 00:00:00
DECLARACAO,77101275680,ALEXANDRE COSTA,1982,,2025-01-02,2025-01-05,2024-12-31 00:00:00
DECLARACAO,45916401914,PATRICIA AZEVEDO,0260,,2026-08-31,2026-09-05,2026-08-29 00:00:00
ATESTADO MEDICO,01157151345,RENATO FERNANDES,0005,,2026-05-27,2026-06-02,2026-05-25 00:00:00
ATESTADO MEDICO,10464365627,MARIANA TEIXEIRA,0002,0101,2023-07-01,2023-07-11,2023-07-01 00:00:00
ATESTADO MEDICO,77826103118,SABRINA DIAS,1982,,2026-11-02,2026-11-11,2026-11-02 00:00:00
ATESTADO MEDICO,50536898901,MARIANA TEIXEIRA,0100,,2023-07-18,2023-07-20,2023-07-18 00:00:00
ATESTADO MEDICO,77359493323,ALINE MORAES,0263,0002,2023-10-08,2023-10-12,2023-10-08 00:00:00
ATESTADO MEDICO,83850719707,CLAUDIO FERREIRA,0003,0261,2024-08-13,2024-08-19,2024-08-13 00:00:00
ATESTADO MEDICO,57890523807,MARCELO CORREIA,0454,0981,2024-06-23,2024-06-29,2024-06-21 00:00:00
ATESTADO MEDICO,53831765510,PATRICIA AZEVEDO,2982,0981,2024-06-22,2024-06-25,2024-06-22 00:00:00
DECLARACAO,96398282116,EVANDRO COSTA,0103,,2023-05-28,2023-06-03,2023-05-26 00:00:00
ATESTADO MEDICO,68862846223,EDSON FERNANDES,0983,0981,2027-01-13,2027-01-16,2027-01-13 00:00:00
ATESTADO MEDICO,95343443117,CAROLINA CAMPOS,0002,2981,2024-11-24,2024-12-03,2024-11-23 00:00:00
DECLARACAO,35418250817,SABRINA DIAS,0454,,2023-09-05,2023-09-11,2023-09-04 00:00:00
DECLARACAO,33423429607,BARBARA SILVA,1983,1981,2024-08-18,2024-08-22,2024-08-17 00:00:00
ATESTADO MEDICO,13744467341,MARCOS CORREIA,0451,0451,2026-03-10,2026-03-19,2026-03-08 00:00:00
ATESTADO MEDICO,81918341117,EVANDRO COSTA,0005,,2025-09-15,2025-09-22,2025-09-13 00:00:00
ATESTADO MEDICO,60929742311,BRUNO RIBEIRO,0004,0101,2026-03-20,2026-03-24,2026-03-18 00:00:00
ATESTADO MEDICO,35418250817,ISABELA CUNHA,0980,0981,2025-11-20,2025-11-28,2025-11-19 00:00:00
ATESTADO MEDICO,78978012256,SIMONE PIRES,0103,,2023-05-01,2023-05-05,2023-04-29 00:00:00
ATESTADO MEDICO,12047863309,ALINE MORAES,0102,1981,2023-12-18,2023-12-26,2023-12-18 00:00:00
DECLARACAO,27794880343,MARINA GONCALVES,0002,0101,2026-12-29,2026-12-30,2026-12-29 00:00:00
DECLARACAO,75038702228,ELAINE BARBOSA,0260,0101,2024-06-01,2024-06-10,2024-05-31 00:00:00
ATESTADO MEDICO,27598561605,ADRIANA LOPES,0453,,2023-12-05,2023-12-13,2023-12-05 00:00:00
DECLARACAO,13867794669,PATRICIA AZEVEDO,0450,1981,2024-05-17,2024-05-20,2024-05-17 00:00:00
DECLARACAO,24455782486,MARIA SANTOS,0261,0981,2026-11-29,2026-12-08,2026-11-27 00:00:00
ATESTADO MEDICO,47418255152,DANIELA XAVIER,0452,0002,2026-12-14,2026-12-21,2026-12-14 00:00:00
ATESTADO MEDICO,47055488923,ROGERIO SOUZA,1983,,2023-04-15,2023-04-19,2023-04-13 00:00:00
DECLARACAO,38833433749,SERGIO RIBAS,0052,2981,2023-12-07,2023-12-14,2023-12-06 00:00:00
ATESTADO MEDICO,13148791037,RONALDO RIBAS,0451,1981,2024-11-17,2024-11-18,2024-11-17 00:00:00
ATESTADO MEDICO,73250934208,TATIANA SILVA,0001,1981,2023-08-29,2023-09-01,2023-08-29 00:00:00
ATESTADO MEDICO,68347096813,SERGIO RIBAS,2983,0451,2026-07-11,2026-07-18,2026-07-09 00:00:00
ATESTADO MEDICO,77826103118,LUCAS FERREIRA,0982,,2025-05-31,2025-06-07,2025-05-29 00:00:00
DECLARACAO,87226199416,MARCIO TEIXEIRA,0100,1981,2024-12-26,2025-01-01,2024-12-26 00:00:00
ATESTADO MEDICO,86609889813,LUCAS FERREIRA,0983,0981,2026-08-11,2026-08-19,2026-08-09 00:00:00
ATESTADO MEDICO,58427249870,ELAINE BARBOSA,0451,,2023-12-03,2023-12-06,2023-12-03 00:00:00
ATESTADO MEDICO,37672963732,PAULA MIRANDA,0104,,2026-02-16,2026-02-21,2026-02-14 00:00:00
ATESTADO MEDICO,01361820110,MARIANA TEIXEIRA,2980,0051,2025-02-19,2025-02-22,2025-02-19 00:00:00
ATESTADO MEDICO,65488535390,MARCELO LIMA,1980,,2025-08-24,2025-08-25,2025-08-24 00:00:00
DECLARACAO,62269463340,FERNANDO MENDES,0052,0002,2023-08-06,2023-08-13,2023-08-05 00:00:00
ATESTADO MEDICO,28001865770,VANESSA AZEVEDO,0104,0261,2024-06-27,2024-07-05,2024-06-26 00:00:00
ATESTADO MEDICO,19032868322,ALEX MELO,0454,,2025-12-23,2025-12-24,2025-12-21 00:00:00
ATESTADO MEDICO,80716237768,PATRICIA AZEVEDO,0104,,2026-08-15,2026-08-18,2026-08-14 00:00:00
ATESTADO MEDICO,58427249870,EVANDRO COSTA,0452,0002,2024-08-18,2024-08-26,2024-08-18 00:00:00
DECLARACAO,58160029888,PRISCILA NEVES,0262,0261,2023-05-05,2023-05-15,2023-05-04 00:00:00
DECLARACAO,28001865770,CARLOS ALMEIDA,2981,0002,2026-05-19,2026-05-29,2026-05-17 00:00:00
ATESTADO MEDICO,20467112118,RICARDO REZENDE,0450,,2024-01-07,2024-01-13,2024-01-07 00:00:00
ATESTADO MEDICO,73250934208,LARISSA CARVALHO,0103,0261,2024-02-15,2024-02-25,2024-02-13 00:00:00
ATESTADO MEDICO,46308424706,WELLINGTON CARDOSO,0261,0451,2024-04-18,2024-04-26,2024-04-17 00:00:00
DECLARACAO,57206008682,ROSANA ROCHA,2983,0981,2024-11-10,2024-11-19,2024-11-08 00:00:00
ATESTADO MEDICO,12041836270,DANIEL CARDOSO,0052,0051,2023-07-01,2023-07-09,2023-06-29 00:00:00
ATESTADO MEDICO,12041836270,JEFFERSON DUARTE,0053,,2026-03-25,2026-03-30,2026-03-25 00:00:00
ATESTADO MEDICO,36519694525,PATRICIA ROCHA,0050,1981,2026-02-04,2026-02-14,2026-02-03 00:00:00
ATESTADO MEDICO,31011906147,WELLINGTON CARDOSO,0100,,2024-09-16,2024-09-20,2024-09-15 00:00:00
ATESTADO MEDICO,79823047022,NATALIA CAMPOS,0452,,2023-01-31,2023-02-04,2023-01-29 00:00:00
ATESTADO MEDICO,41840740736,JEFFERSON DUARTE,1982,0051,2024-04-30,2024-05-03,2024-04-30 00:00:00
DECLARACAO,98141460560,LUCIENE MORAES,0450,0051,2024-12-13,2024-12-19,2024-12-11 00:00:00
DECLARACAO,23554340774,MARCIO TEIXEIRA,0983,1981,2024-03-26,2024-04-01,2024-03-26 00:00:00
ATESTADO MEDICO,02021661989,ANDRE BARROS,0982,1981,2026-04-18,2026-04-23,2026-04-16 00:00:00
ATESTADO MEDICO,36833417180,CAMILA GOMES,2981,1981,2024-02-02,2024-02-04,2024-02-02 00:00:00
ATESTADO MEDICO,49484406980,WILLIAN CASTRO,0052,,2026-02-24,2026-02-25,2026-02-22 00:00:00
ATESTADO MEDICO,26530966501,CLAUDIA SOARES,0100,0051,2025-10-30,2025-11-09,2025-10-30 00:00:00
ATESTADO MEDICO,34395847200,MARCOS CORREIA,0104,0002,2026-07-27,2026-07-30,2026-07-27 00:00:00
DECLARACAO,68347096813,MARCIA SOARES,0051,,2023-03-02,2023-03-09,2023-02-28 00:00:00
DECLARACAO,29191993822,MARINA GONCALVES,0052,0261,2026-03-30,2026-04-09,2026-03-30 00:00:00
ATESTADO MEDICO,88062062490,CAROLINA CAMPOS,2982,0261,2023-09-27,2023-10-02,2023-09-25 00:00:00
ATESTADO MEDICO,46993508281,ANA COSTA,0983,0051,2024-08-27,2024-08-31,2024-08-26 00:00:00
ATESTADO MEDICO,40726796581,ANDERSON PEREIRA,1980,,2024-09-02,2024-09-03,2024-09-02 00:00:00
ATESTADO MEDICO,46308424706,ELAINE BARBOSA,1982,0451,2026-09-19,2026-09-27,2026-09-18 00:00:00
ATESTADO MEDICO,23711689124,LUCAS FERREIRA,0052,0002,2026-10-19,2026-10-22,2026-10-19 00:00:00
DECLARACAO,39577233295,FABIANO BATISTA,0452,0261,2025-10-24,2025-10-31,2025-10-23 00:00:00
ATESTADO MEDICO,42086243456,ELAINE BARBOSA,1981,0002,2026-08-26,2026-09-01,2026-08-26 00:00:00
ATESTADO MEDICO,38304815354,CLAUDIA SOARES,0001,0101,2023-01-22,2023-01-28,2023-01-20 00:00:00
ATESTADO MEDICO,40685883175,DEBORA FONSECA,0005,0051,2026-02-06,2026-02-09,2026-02-04 00:00:00
ATESTADO MEDICO,12749324831,CRISTINA ALVES,0003,,2024-12-04,2024-12-10,2024-12-04 00:00:00
DECLARACAO,43680664648,MONICA VIEIRA,0260,1981,2023-10-01,2023-10-04,2023-09-29 00:00:00
ATESTADO MEDICO,06393153725,ELAINE BARBOSA,2982,2981,2025-02-07,2025-02-13,2025-02-05 00:00:00
ATESTADO MEDICO,83850719707,SIMONE PIRES,2983,2981,2024-11-05,2024-11-06,2024-11-04 00:00:00
ATESTADO MEDICO,01432820427,BIANCA MONTEIRO,0003,,2023-06-12,2023-06-20,2023-06-10 00:00:00
DECLARACAO,14738435965,ROGERIO SOUZA,0980,0002,2024-06-16,2024-06-25,2024-06-16 00:00:00
DECLARACAO,44170630440,LEONARDO DUARTE,0261,2981,2026-03-24,2026-03-30,2026-03-22 00:00:00
DECLARACAO,67961307400,LUCAS FERREIRA,0452,0261,2024-02-12,2024-02-20,2024-02-12 00:00:00
ATESTADO MEDICO,21858852781,BEATRIZ LIMA,2982,0101,2023-02-06,2023-02-13,2023-02-04 00:00:00
ATESTADO MEDICO,61044572078,PAULO SANTANA,0983,2981,2024-05-08,2024-05-14,2024-05-07 00:00:00
